cluster_consommateur;tyrep;nbre_repas_grp;code_role;nbre_repas_code;taux_code_apparaitre;libsougr;consommation;taux_conso_par_code
4;1;1774;BF;748;42.16;boissons aux fruits;3;0.4
4;1;1774;BF;748;42.16;eau de source;65;8.69
4;1;1774;BF;748;42.16;eau du robinet;277;37.03
4;1;1774;BF;748;42.16;eau minérale plate;48;6.42
4;1;1774;BF;748;42.16;jus de fruits (purs et à base  de concentré);398;53.21
4;1;1774;BF;748;42.16;nectars;8;1.07
4;1;1774;BF;748;42.16;sodas et colas;3;0.4
4;1;1774;C;4;0.23;condiments d'accompagnement;2;50.0
4;1;1774;C;4;0.23;condiments d'assaisonnement;1;25.0
4;1;1774;C;4;0.23;sel et épices;2;50.0
4;1;1774;F;1054;59.41;autres céréales;10;0.95
4;1;1774;F;1054;59.41;autres produits de panification;5;0.47
4;1;1774;F;1054;59.41;biscottes et panification sèche;196;18.6
4;1;1774;F;1054;59.41;blé;2;0.19
4;1;1774;F;1054;59.41;pain;863;81.88
4;1;1774;L;3;0.17;haricots verts et petits pois (légumes potagers);2;66.67
4;1;1774;L;3;0.17;légumes racines, tubercules ou bulbes;1;33.33
4;1;1774;MG;761;42.9;beurre;548;72.01
4;1;1774;MG;761;42.9;huile;6;0.79
4;1;1774;MG;761;42.9;margarine;210;27.6
4;1;1774;P;64;3.61;agneau;1;1.56
4;1;1774;P;64;3.61;fruits secs et châtaignes;24;37.5
4;1;1774;P;64;3.61;jambons et charcuteries en pièces;11;17.19
4;1;1774;P;64;3.61;oeufs et dérivés;5;7.81
4;1;1774;P;64;3.61;oléagineux et graines;11;17.19
4;1;1774;P;64;3.61;poissons de mer;1;1.56
4;1;1774;P;64;3.61;produits dérivés des poissons;4;6.25
4;1;1774;P;64;3.61;pâtés, terrines, rillettes et foie gras;5;7.81
4;1;1774;P;64;3.61;saucisses, saucissons, andouilles et boudins;1;1.56
4;1;1774;P;64;3.61;volailles et lapins;2;3.12
4;1;1774;PC;2;0.11;beignets, crêpes et bouchées à la reine;1;50.0
4;1;1774;PC;2;0.11;quiches et tartes salées;1;50.0
4;1;1774;PL;751;42.33;autre lait;23;3.06
4;1;1774;PL;751;42.33;fromage blanc et petits suisses;40;5.33
4;1;1774;PL;751;42.33;fromages affinés;31;4.13
4;1;1774;PL;751;42.33;fromages fondus;7;0.93
4;1;1774;PL;751;42.33;fromages frais non affinés;1;0.13
4;1;1774;PL;751;42.33;lait aromatisé;1;0.13
4;1;1774;PL;751;42.33;lait concentré ou en poudre;21;2.8
4;1;1774;PL;751;42.33;lait en bouteille ou en brique;556;74.03
4;1;1774;PL;751;42.33;yaourts et assimilés;108;14.38
4;1;1774;PS;749;42.22;autres céréales pour petit déjeuner;25;3.34
4;1;1774;PS;749;42.22;barres céréalières;9;1.2
4;1;1774;PS;749;42.22;beignets, crêpes et gaufres;11;1.47
4;1;1774;PS;749;42.22;biscuits salés pour apéritif;3;0.4
4;1;1774;PS;749;42.22;biscuits sucrés;128;17.09
4;1;1774;PS;749;42.22;chocolat en tablettes;14;1.87
4;1;1774;PS;749;42.22;compotes;22;2.94
4;1;1774;PS;749;42.22;crème dessert et lait gélifié;2;0.27
4;1;1774;PS;749;42.22;céréales aux fruits frais ou secs;13;1.74
4;1;1774;PS;749;42.22;céréales chocolatées;14;1.87
4;1;1774;PS;749;42.22;céréales sucrées, glacées ou au miel;57;7.61
4;1;1774;PS;749;42.22;entremets;1;0.13
4;1;1774;PS;749;42.22;fruits;223;29.77
4;1;1774;PS;749;42.22;gâteaux;59;7.88
4;1;1774;PS;749;42.22;pâte chocolatée à tartiner;40;5.34
4;1;1774;PS;749;42.22;pâtisseries et tartes;18;2.4
4;1;1774;PS;749;42.22;viennoiserie;232;30.97
4;1;1774;S;1172;66.07;confiserie;7;0.6
4;1;1774;S;1172;66.07;confiture et miel;670;57.17
4;1;1774;S;1172;66.07;sucre et assimilés;769;65.61
4;3;1829;A;35;1.91;aliments destinés à une alimentation particulière;35;100.0
4;3;1829;BC;782;42.76;cacao, poudres et boissons cacaotées;1;0.13
4;3;1829;BC;782;42.76;café;711;90.92
4;3;1829;BC;782;42.76;chicorée et poudre maltée;24;3.07
4;3;1829;BC;782;42.76;thé et infusions;60;7.67
4;3;1829;BF;1580;86.39;autre eau;77;4.87
4;3;1829;BF;1580;86.39;autres boissons fraîches;50;3.16
4;3;1829;BF;1580;86.39;bière;45;2.85
4;3;1829;BF;1580;86.39;boissons aux fruits;9;0.57
4;3;1829;BF;1580;86.39;cidre;10;0.63
4;3;1829;BF;1580;86.39;cocktails et mélanges;39;2.47
4;3;1829;BF;1580;86.39;eau de source;289;18.29
4;3;1829;BF;1580;86.39;eau du robinet;664;42.03
4;3;1829;BF;1580;86.39;eau minérale gazeuse;81;5.13
4;3;1829;BF;1580;86.39;eau minérale plate;214;13.54
4;3;1829;BF;1580;86.39;jus de fruits (purs et à base  de concentré);73;4.62
4;3;1829;BF;1580;86.39;nectars;1;0.06
4;3;1829;BF;1580;86.39;sodas et colas;67;4.24
4;3;1829;BF;1580;86.39;spiritueux et vins cuits;36;2.28
4;3;1829;BF;1580;86.39;vin;441;27.91
4;3;1829;C;813;44.45;condiments d'accompagnement;105;12.92
4;3;1829;C;813;44.45;condiments d'assaisonnement;189;23.25
4;3;1829;C;813;44.45;herbes aromatiques;89;10.95
4;3;1829;C;813;44.45;sauces;547;67.28
4;3;1829;C;813;44.45;sel et épices;141;17.34
4;3;1829;F;1421;77.69;autres céréales;1;0.07
4;3;1829;F;1421;77.69;autres produits de panification;7;0.49
4;3;1829;F;1421;77.69;biscottes et panification sèche;4;0.28
4;3;1829;F;1421;77.69;blé;37;2.6
4;3;1829;F;1421;77.69;pain;1046;73.61
4;3;1829;F;1421;77.69;pommes de terre et apparentés;435;30.61
4;3;1829;F;1421;77.69;pâtes alimentaires;196;13.79
4;3;1829;F;1421;77.69;pâtes pour pâtisserie prêtes à l'emploi;1;0.07
4;3;1829;F;1421;77.69;riz;192;13.51
4;3;1829;L;1251;68.4;champignons;70;5.6
4;3;1829;L;1251;68.4;choux;91;7.27
4;3;1829;L;1251;68.4;haricots verts et petits pois (légumes potagers);251;20.06
4;3;1829;L;1251;68.4;légumes feuilles;454;36.29
4;3;1829;L;1251;68.4;légumes fruits;411;32.85
4;3;1829;L;1251;68.4;légumes racines, tubercules ou bulbes;325;25.98
4;3;1829;L;1251;68.4;légumes tiges;89;7.11
4;3;1829;L;1251;68.4;mélanges de légumes, légumes préparés et autres légumes;173;13.83
4;3;1829;MG;1058;57.85;autres graisses;10;0.95
4;3;1829;MG;1058;57.85;beurre;537;50.76
4;3;1829;MG;1058;57.85;huile;706;66.73
4;3;1829;MG;1058;57.85;margarine;186;17.58
4;3;1829;P;1487;81.3;abats;33;2.22
4;3;1829;P;1487;81.3;agneau;58;3.9
4;3;1829;P;1487;81.3;autre charcuterie ou charcuterie  sans précision;10;0.67
4;3;1829;P;1487;81.3;autre viande;15;1.01
4;3;1829;P;1487;81.3;autres fruits de mer ou fruits de mer sans précision;9;0.61
4;3;1829;P;1487;81.3;autres poissons ou poissons sans précision;52;3.5
4;3;1829;P;1487;81.3;boeuf en pièces ou haché;270;18.16
4;3;1829;P;1487;81.3;crustacés;37;2.49
4;3;1829;P;1487;81.3;fruits secs et châtaignes;23;1.55
4;3;1829;P;1487;81.3;gibier;9;0.61
4;3;1829;P;1487;81.3;jambons et charcuteries en pièces;174;11.7
4;3;1829;P;1487;81.3;légumes secs;53;3.56
4;3;1829;P;1487;81.3;légumes secs préparés;16;1.08
4;3;1829;P;1487;81.3;mollusques et coquillage;42;2.82
4;3;1829;P;1487;81.3;mélanges;5;0.34
4;3;1829;P;1487;81.3;oeufs et dérivés;112;7.53
4;3;1829;P;1487;81.3;oléagineux et graines;23;1.55
4;3;1829;P;1487;81.3;poissons d'eau douce;1;0.07
4;3;1829;P;1487;81.3;poissons de mer;244;16.41
4;3;1829;P;1487;81.3;porc;133;8.94
4;3;1829;P;1487;81.3;produits dérivés des poissons;67;4.51
4;3;1829;P;1487;81.3;pâtés, terrines, rillettes et foie gras;87;5.85
4;3;1829;P;1487;81.3;saucisses, saucissons, andouilles et boudins;138;9.28
4;3;1829;P;1487;81.3;veau;64;4.3
4;3;1829;P;1487;81.3;volailles et lapins;320;21.52
4;3;1829;PC;492;26.9;autres sandwichs;22;4.47
4;3;1829;PC;492;26.9;beignets, crêpes et bouchées à la reine;30;6.1
4;3;1829;PC;492;26.9;bouillons;10;2.03
4;3;1829;PC;492;26.9;feuilletés et friands;15;3.05
4;3;1829;PC;492;26.9;garnitures composées;47;9.55
4;3;1829;PC;492;26.9;hamburgers et hot-dog;10;2.03
4;3;1829;PC;492;26.9;pizzas;36;7.32
4;3;1829;PC;492;26.9;plats garnis à base de viande;75;15.24
4;3;1829;PC;492;26.9;plats sans garniture;34;6.91
4;3;1829;PC;492;26.9;plats à base de légumes;50;10.16
4;3;1829;PC;492;26.9;plats à base de pâtes ou de pommes de terre;78;15.85
4;3;1829;PC;492;26.9;potages et soupes;46;9.35
4;3;1829;PC;492;26.9;quiches et tartes salées;36;7.32
4;3;1829;PC;492;26.9;sandwichs baguette;43;8.74
4;3;1829;PL;1064;58.17;autres fromages ou fromage sans précision;5;0.47
4;3;1829;PL;1064;58.17;crème fraîche;117;11.0
4;3;1829;PL;1064;58.17;fromage blanc et petits suisses;46;4.32
4;3;1829;PL;1064;58.17;fromages affinés;699;65.7
4;3;1829;PL;1064;58.17;fromages fondus;48;4.51
4;3;1829;PL;1064;58.17;fromages frais non affinés;49;4.61
4;3;1829;PL;1064;58.17;lait concentré ou en poudre;2;0.19
4;3;1829;PL;1064;58.17;lait en bouteille ou en brique;16;1.5
4;3;1829;PL;1064;58.17;yaourts et assimilés;255;23.97
4;3;1829;PS;1204;65.83;barres chocolatées;2;0.17
4;3;1829;PS;1204;65.83;barres céréalières;3;0.25
4;3;1829;PS;1204;65.83;beignets, crêpes et gaufres;19;1.58
4;3;1829;PS;1204;65.83;biscuits salés pour apéritif;33;2.74
4;3;1829;PS;1204;65.83;biscuits sucrés;35;2.91
4;3;1829;PS;1204;65.83;chocolat en tablettes;122;10.13
4;3;1829;PS;1204;65.83;compotes;66;5.48
4;3;1829;PS;1204;65.83;crème dessert et lait gélifié;71;5.9
4;3;1829;PS;1204;65.83;entremets;83;6.89
4;3;1829;PS;1204;65.83;fruits;765;63.54
4;3;1829;PS;1204;65.83;fruits au sirop;29;2.41
4;3;1829;PS;1204;65.83;glaces;53;4.4
4;3;1829;PS;1204;65.83;gâteaux;75;6.23
4;3;1829;PS;1204;65.83;pâte chocolatée à tartiner;3;0.25
4;3;1829;PS;1204;65.83;pâtisseries et tartes;88;7.31
4;3;1829;PS;1204;65.83;sorbets;5;0.42
4;3;1829;PS;1204;65.83;viennoiserie;12;1.0
4;3;1829;S;480;26.24;confiserie;33;6.88
4;3;1829;S;480;26.24;confiture et miel;27;5.62
4;3;1829;S;480;26.24;sucre et assimilés;434;90.42
4;4;1281;A;13;1.01;aliments destinés à une alimentation particulière;13;100.0
4;4;1281;BC;468;36.53;cacao, poudres et boissons cacaotées;15;3.21
4;4;1281;BC;468;36.53;café;272;58.12
4;4;1281;BC;468;36.53;chicorée et poudre maltée;11;2.35
4;4;1281;BC;468;36.53;thé et infusions;184;39.32
4;4;1281;BF;874;68.23;autre eau;34;3.89
4;4;1281;BF;874;68.23;autres boissons fraîches;52;5.95
4;4;1281;BF;874;68.23;bière;83;9.5
4;4;1281;BF;874;68.23;boissons aux fruits;2;0.23
4;4;1281;BF;874;68.23;cidre;5;0.57
4;4;1281;BF;874;68.23;cocktails et mélanges;25;2.86
4;4;1281;BF;874;68.23;eau de source;146;16.7
4;4;1281;BF;874;68.23;eau du robinet;335;38.33
4;4;1281;BF;874;68.23;eau minérale gazeuse;44;5.03
4;4;1281;BF;874;68.23;eau minérale plate;128;14.65
4;4;1281;BF;874;68.23;jus de fruits (purs et à base  de concentré);50;5.72
4;4;1281;BF;874;68.23;nectars;3;0.34
4;4;1281;BF;874;68.23;sodas et colas;64;7.32
4;4;1281;BF;874;68.23;spiritueux et vins cuits;24;2.75
4;4;1281;BF;874;68.23;vin;30;3.43
4;4;1281;C;10;0.78;condiments d'accompagnement;8;80.0
4;4;1281;C;10;0.78;herbes aromatiques;2;20.0
4;4;1281;C;10;0.78;sauces;2;20.0
4;4;1281;F;73;5.7;autres céréales;1;1.37
4;4;1281;F;73;5.7;autres produits de panification;1;1.37
4;4;1281;F;73;5.7;biscottes et panification sèche;5;6.85
4;4;1281;F;73;5.7;pain;67;91.78
4;4;1281;F;73;5.7;pommes de terre et apparentés;2;2.74
4;4;1281;L;9;0.7;légumes fruits;7;77.78
4;4;1281;L;9;0.7;légumes racines, tubercules ou bulbes;3;33.33
4;4;1281;MG;16;1.25;autres graisses;2;12.5
4;4;1281;MG;16;1.25;beurre;10;62.5
4;4;1281;MG;16;1.25;margarine;4;25.0
4;4;1281;P;62;4.84;fruits secs et châtaignes;7;11.29
4;4;1281;P;62;4.84;jambons et charcuteries en pièces;2;3.23
4;4;1281;P;62;4.84;mollusques et coquillage;1;1.61
4;4;1281;P;62;4.84;mélanges;7;11.29
4;4;1281;P;62;4.84;oléagineux et graines;26;41.94
4;4;1281;P;62;4.84;poissons de mer;2;3.23
4;4;1281;P;62;4.84;produits dérivés des poissons;3;4.84
4;4;1281;P;62;4.84;pâtés, terrines, rillettes et foie gras;6;9.68
4;4;1281;P;62;4.84;saucisses, saucissons, andouilles et boudins;11;17.74
4;4;1281;P;62;4.84;volailles et lapins;2;3.23
4;4;1281;PC;11;0.86;autres sandwichs;5;45.45
4;4;1281;PC;11;0.86;feuilletés et friands;1;9.09
4;4;1281;PC;11;0.86;garnitures composées;1;9.09
4;4;1281;PC;11;0.86;pizzas;1;9.09
4;4;1281;PC;11;0.86;sandwichs baguette;3;27.27
4;4;1281;PL;111;8.67;fromage blanc et petits suisses;1;0.9
4;4;1281;PL;111;8.67;fromages affinés;19;17.12
4;4;1281;PL;111;8.67;fromages fondus;6;5.41
4;4;1281;PL;111;8.67;fromages frais non affinés;2;1.8
4;4;1281;PL;111;8.67;lait aromatisé;1;0.9
4;4;1281;PL;111;8.67;lait en bouteille ou en brique;58;52.25
4;4;1281;PL;111;8.67;yaourts et assimilés;28;25.23
4;4;1281;PS;528;41.22;barres chocolatées;10;1.89
4;4;1281;PS;528;41.22;barres céréalières;12;2.27
4;4;1281;PS;528;41.22;beignets, crêpes et gaufres;23;4.36
4;4;1281;PS;528;41.22;biscuits salés pour apéritif;25;4.73
4;4;1281;PS;528;41.22;biscuits sucrés;112;21.21
4;4;1281;PS;528;41.22;chocolat en tablettes;74;14.02
4;4;1281;PS;528;41.22;compotes;4;0.76
4;4;1281;PS;528;41.22;crème dessert et lait gélifié;6;1.14
4;4;1281;PS;528;41.22;céréales chocolatées;1;0.19
4;4;1281;PS;528;41.22;céréales sucrées, glacées ou au miel;2;0.38
4;4;1281;PS;528;41.22;desserts glacés;1;0.19
4;4;1281;PS;528;41.22;entremets;10;1.89
4;4;1281;PS;528;41.22;fruits;212;40.15
4;4;1281;PS;528;41.22;glaces;7;1.33
4;4;1281;PS;528;41.22;gâteaux;66;12.5
4;4;1281;PS;528;41.22;pâte chocolatée à tartiner;11;2.08
4;4;1281;PS;528;41.22;pâtisseries et tartes;25;4.73
4;4;1281;PS;528;41.22;viennoiserie;39;7.39
4;4;1281;S;288;22.48;confiserie;60;20.83
4;4;1281;S;288;22.48;confiture et miel;31;10.76
4;4;1281;S;288;22.48;sucre et assimilés;224;77.78
4;5;1830;A;18;0.98;aliments destinés à une alimentation particulière;18;100.0
4;5;1830;BC;252;13.77;cacao, poudres et boissons cacaotées;3;1.19
4;5;1830;BC;252;13.77;café;191;75.79
4;5;1830;BC;252;13.77;chicorée et poudre maltée;6;2.38
4;5;1830;BC;252;13.77;thé et infusions;52;20.63
4;5;1830;BF;1562;85.36;autre eau;76;4.87
4;5;1830;BF;1562;85.36;autres boissons fraîches;41;2.62
4;5;1830;BF;1562;85.36;bière;60;3.84
4;5;1830;BF;1562;85.36;boissons aux fruits;6;0.38
4;5;1830;BF;1562;85.36;cidre;19;1.22
4;5;1830;BF;1562;85.36;cocktails et mélanges;47;3.01
4;5;1830;BF;1562;85.36;eau de source;288;18.44
4;5;1830;BF;1562;85.36;eau du robinet;578;37.0
4;5;1830;BF;1562;85.36;eau minérale gazeuse;64;4.1
4;5;1830;BF;1562;85.36;eau minérale plate;204;13.06
4;5;1830;BF;1562;85.36;jus de fruits (purs et à base  de concentré);52;3.33
4;5;1830;BF;1562;85.36;sodas et colas;69;4.42
4;5;1830;BF;1562;85.36;spiritueux et vins cuits;71;4.55
4;5;1830;BF;1562;85.36;vin;545;34.89
4;5;1830;C;737;40.27;condiments d'accompagnement;97;13.16
4;5;1830;C;737;40.27;condiments d'assaisonnement;173;23.47
4;5;1830;C;737;40.27;herbes aromatiques;72;9.77
4;5;1830;C;737;40.27;sauces;471;63.91
4;5;1830;C;737;40.27;sel et épices;136;18.45
4;5;1830;F;1346;73.55;autres céréales;2;0.15
4;5;1830;F;1346;73.55;autres produits de panification;7;0.52
4;5;1830;F;1346;73.55;biscottes et panification sèche;15;1.11
4;5;1830;F;1346;73.55;blé;26;1.93
4;5;1830;F;1346;73.55;pain;1036;76.97
4;5;1830;F;1346;73.55;pommes de terre et apparentés;269;19.99
4;5;1830;F;1346;73.55;pâtes alimentaires;215;15.97
4;5;1830;F;1346;73.55;riz;125;9.29
4;5;1830;L;1072;58.58;champignons;56;5.22
4;5;1830;L;1072;58.58;choux;51;4.76
4;5;1830;L;1072;58.58;haricots verts et petits pois (légumes potagers);101;9.42
4;5;1830;L;1072;58.58;légumes feuilles;505;47.11
4;5;1830;L;1072;58.58;légumes fruits;329;30.69
4;5;1830;L;1072;58.58;légumes racines, tubercules ou bulbes;236;22.01
4;5;1830;L;1072;58.58;légumes tiges;64;5.97
4;5;1830;L;1072;58.58;mélanges de légumes, légumes préparés et autres légumes;112;10.45
4;5;1830;MG;985;53.83;autres graisses;8;0.81
4;5;1830;MG;985;53.83;beurre;479;48.63
4;5;1830;MG;985;53.83;huile;655;66.5
4;5;1830;MG;985;53.83;margarine;118;11.98
4;5;1830;P;1255;68.58;abats;21;1.67
4;5;1830;P;1255;68.58;agneau;22;1.75
4;5;1830;P;1255;68.58;autre charcuterie ou charcuterie  sans précision;11;0.88
4;5;1830;P;1255;68.58;autre viande;18;1.43
4;5;1830;P;1255;68.58;autres fruits de mer ou fruits de mer sans précision;4;0.32
4;5;1830;P;1255;68.58;autres poissons ou poissons sans précision;29;2.31
4;5;1830;P;1255;68.58;boeuf en pièces ou haché;133;10.6
4;5;1830;P;1255;68.58;crustacés;25;1.99
4;5;1830;P;1255;68.58;fruits secs et châtaignes;32;2.55
4;5;1830;P;1255;68.58;gibier;2;0.16
4;5;1830;P;1255;68.58;jambons et charcuteries en pièces;286;22.79
4;5;1830;P;1255;68.58;légumes secs;35;2.79
4;5;1830;P;1255;68.58;légumes secs préparés;11;0.88
4;5;1830;P;1255;68.58;mollusques et coquillage;51;4.06
4;5;1830;P;1255;68.58;mélanges;5;0.4
4;5;1830;P;1255;68.58;oeufs et dérivés;147;11.71
4;5;1830;P;1255;68.58;oléagineux et graines;58;4.62
4;5;1830;P;1255;68.58;poissons d'eau douce;1;0.08
4;5;1830;P;1255;68.58;poissons de mer;183;14.58
4;5;1830;P;1255;68.58;porc;63;5.02
4;5;1830;P;1255;68.58;produits dérivés des poissons;58;4.62
4;5;1830;P;1255;68.58;pâtés, terrines, rillettes et foie gras;82;6.53
4;5;1830;P;1255;68.58;saucisses, saucissons, andouilles et boudins;169;13.47
4;5;1830;P;1255;68.58;veau;18;1.43
4;5;1830;P;1255;68.58;volailles et lapins;197;15.7
4;5;1830;PC;762;41.64;autres sandwichs;37;4.86
4;5;1830;PC;762;41.64;beignets, crêpes et bouchées à la reine;35;4.59
4;5;1830;PC;762;41.64;bouillons;22;2.89
4;5;1830;PC;762;41.64;feuilletés et friands;14;1.84
4;5;1830;PC;762;41.64;garnitures composées;33;4.33
4;5;1830;PC;762;41.64;hamburgers et hot-dog;15;1.97
4;5;1830;PC;762;41.64;pizzas;96;12.6
4;5;1830;PC;762;41.64;plats garnis à base de viande;43;5.64
4;5;1830;PC;762;41.64;plats sans garniture;23;3.02
4;5;1830;PC;762;41.64;plats à base de fromage;2;0.26
4;5;1830;PC;762;41.64;plats à base de légumes;52;6.82
4;5;1830;PC;762;41.64;plats à base de pâtes ou de pommes de terre;73;9.58
4;5;1830;PC;762;41.64;potages et soupes;340;44.62
4;5;1830;PC;762;41.64;quiches et tartes salées;59;7.74
4;5;1830;PC;762;41.64;sandwichs baguette;9;1.18
4;5;1830;PL;1124;61.42;autres fromages ou fromage sans précision;6;0.53
4;5;1830;PL;1124;61.42;crème fraîche;117;10.41
4;5;1830;PL;1124;61.42;fromage blanc et petits suisses;82;7.3
4;5;1830;PL;1124;61.42;fromages affinés;757;67.35
4;5;1830;PL;1124;61.42;fromages fondus;58;5.16
4;5;1830;PL;1124;61.42;fromages frais non affinés;52;4.63
4;5;1830;PL;1124;61.42;lait en bouteille ou en brique;31;2.76
4;5;1830;PL;1124;61.42;yaourts et assimilés;272;24.2
4;5;1830;PS;1134;61.97;barres chocolatées;3;0.26
4;5;1830;PS;1134;61.97;barres céréalières;2;0.18
4;5;1830;PS;1134;61.97;beignets, crêpes et gaufres;35;3.09
4;5;1830;PS;1134;61.97;biscuits salés pour apéritif;53;4.67
4;5;1830;PS;1134;61.97;biscuits sucrés;23;2.03
4;5;1830;PS;1134;61.97;chocolat en tablettes;73;6.44
4;5;1830;PS;1134;61.97;compotes;86;7.58
4;5;1830;PS;1134;61.97;crème dessert et lait gélifié;85;7.5
4;5;1830;PS;1134;61.97;céréales sucrées, glacées ou au miel;1;0.09
4;5;1830;PS;1134;61.97;desserts glacés;5;0.44
4;5;1830;PS;1134;61.97;entremets;77;6.79
4;5;1830;PS;1134;61.97;fruits;665;58.64
4;5;1830;PS;1134;61.97;fruits au sirop;12;1.06
4;5;1830;PS;1134;61.97;glaces;75;6.61
4;5;1830;PS;1134;61.97;gâteaux;74;6.53
4;5;1830;PS;1134;61.97;pâte chocolatée à tartiner;8;0.71
4;5;1830;PS;1134;61.97;pâtisseries et tartes;66;5.82
4;5;1830;PS;1134;61.97;sorbets;14;1.23
4;5;1830;PS;1134;61.97;viennoiserie;7;0.62
4;5;1830;S;242;13.22;confiserie;25;10.33
4;5;1830;S;242;13.22;confiture et miel;37;15.29
4;5;1830;S;242;13.22;sucre et assimilés;190;78.51
5;1;2441;A;265;10.86;aliments destinés à une alimentation particulière;265;100.0
5;1;2441;BC;2254;92.34;cacao, poudres et boissons cacaotées;197;8.74
5;1;2441;BC;2254;92.34;café;1416;62.82
5;1;2441;BC;2254;92.34;chicorée et poudre maltée;227;10.07
5;1;2441;BC;2254;92.34;thé et infusions;489;21.69
5;1;2441;BF;1069;43.79;autre eau;38;3.55
5;1;2441;BF;1069;43.79;autres boissons fraîches;47;4.4
5;1;2441;BF;1069;43.79;boissons aux fruits;1;0.09
5;1;2441;BF;1069;43.79;eau de source;90;8.42
5;1;2441;BF;1069;43.79;eau du robinet;319;29.84
5;1;2441;BF;1069;43.79;eau minérale gazeuse;15;1.4
5;1;2441;BF;1069;43.79;eau minérale plate;168;15.72
5;1;2441;BF;1069;43.79;jus de fruits (purs et à base  de concentré);516;48.27
5;1;2441;BF;1069;43.79;nectars;13;1.22
5;1;2441;BF;1069;43.79;sodas et colas;1;0.09
5;1;2441;BF;1069;43.79;spiritueux et vins cuits;1;0.09
5;1;2441;BF;1069;43.79;vin;7;0.65
5;1;2441;C;15;0.61;condiments d'assaisonnement;8;53.33
5;1;2441;C;15;0.61;sauces;6;40.0
5;1;2441;C;15;0.61;sel et épices;3;20.0
5;1;2441;F;1633;66.9;autres céréales;7;0.43
5;1;2441;F;1633;66.9;autres produits de panification;1;0.06
5;1;2441;F;1633;66.9;biscottes et panification sèche;311;19.04
5;1;2441;F;1633;66.9;blé;5;0.31
5;1;2441;F;1633;66.9;pain;1331;81.51
5;1;2441;L;5;0.2;légumes fruits;3;60.0
5;1;2441;L;5;0.2;légumes racines, tubercules ou bulbes;2;40.0
5;1;2441;MG;1119;45.84;beurre;706;63.09
5;1;2441;MG;1119;45.84;huile;11;0.98
5;1;2441;MG;1119;45.84;margarine;407;36.37
5;1;2441;P;81;3.32;autre charcuterie ou charcuterie  sans précision;7;8.64
5;1;2441;P;81;3.32;fruits secs et châtaignes;32;39.51
5;1;2441;P;81;3.32;jambons et charcuteries en pièces;11;13.58
5;1;2441;P;81;3.32;oeufs et dérivés;9;11.11
5;1;2441;P;81;3.32;oléagineux et graines;16;19.75
5;1;2441;P;81;3.32;poissons de mer;1;1.23
5;1;2441;P;81;3.32;pâtés, terrines, rillettes et foie gras;5;6.17
5;1;2441;P;81;3.32;saucisses, saucissons, andouilles et boudins;8;9.88
5;1;2441;PC;13;0.53;autres sandwichs;1;7.69
5;1;2441;PC;13;0.53;bouillons;4;30.77
5;1;2441;PC;13;0.53;plats à base de pâtes ou de pommes de terre;1;7.69
5;1;2441;PC;13;0.53;potages et soupes;3;23.08
5;1;2441;PC;13;0.53;sandwichs baguette;4;30.77
5;1;2441;PL;1160;47.52;autre lait;31;2.67
5;1;2441;PL;1160;47.52;autres fromages ou fromage sans précision;1;0.09
5;1;2441;PL;1160;47.52;crème fraîche;21;1.81
5;1;2441;PL;1160;47.52;fromage blanc et petits suisses;36;3.1
5;1;2441;PL;1160;47.52;fromages affinés;69;5.95
5;1;2441;PL;1160;47.52;fromages fondus;17;1.47
5;1;2441;PL;1160;47.52;fromages frais non affinés;2;0.17
5;1;2441;PL;1160;47.52;lait aromatisé;3;0.26
5;1;2441;PL;1160;47.52;lait concentré ou en poudre;19;1.64
5;1;2441;PL;1160;47.52;lait en bouteille ou en brique;789;68.02
5;1;2441;PL;1160;47.52;yaourts et assimilés;227;19.57
5;1;2441;PS;935;38.3;autres céréales pour petit déjeuner;49;5.24
5;1;2441;PS;935;38.3;barres chocolatées;1;0.11
5;1;2441;PS;935;38.3;barres céréalières;5;0.53
5;1;2441;PS;935;38.3;beignets, crêpes et gaufres;13;1.39
5;1;2441;PS;935;38.3;biscuits salés pour apéritif;3;0.32
5;1;2441;PS;935;38.3;biscuits sucrés;89;9.52
5;1;2441;PS;935;38.3;chocolat en tablettes;30;3.21
5;1;2441;PS;935;38.3;compotes;72;7.7
5;1;2441;PS;935;38.3;crème dessert et lait gélifié;20;2.14
5;1;2441;PS;935;38.3;céréales aux fruits frais ou secs;40;4.28
5;1;2441;PS;935;38.3;céréales chocolatées;17;1.82
5;1;2441;PS;935;38.3;céréales sucrées, glacées ou au miel;114;12.19
5;1;2441;PS;935;38.3;entremets;2;0.21
5;1;2441;PS;935;38.3;fruits;335;35.83
5;1;2441;PS;935;38.3;fruits au sirop;1;0.11
5;1;2441;PS;935;38.3;gâteaux;70;7.49
5;1;2441;PS;935;38.3;pâte chocolatée à tartiner;23;2.46
5;1;2441;PS;935;38.3;pâtisseries et tartes;4;0.43
5;1;2441;PS;935;38.3;viennoiserie;233;24.92
5;1;2441;S;1457;59.69;confiserie;3;0.21
5;1;2441;S;1457;59.69;confiture et miel;892;61.22
5;1;2441;S;1457;59.69;sucre et assimilés;835;57.31
5;3;2437;A;98;4.02;aliments destinés à une alimentation particulière;98;100.0
5;3;2437;BC;893;36.64;cacao, poudres et boissons cacaotées;2;0.22
5;3;2437;BC;893;36.64;café;794;88.91
5;3;2437;BC;893;36.64;chicorée et poudre maltée;14;1.57
